title,comment,note,comment_filtrer
Invasions,"Au départ, les retours effectués en coulant son Drakkar m'ont surpris également... puis, en y réfléchissant, je me suis dit que finalement, pour ne pas rallonger inutilement le jeu en faisant des voyages retours à vide juste pour faire le voyage retour, c'était effectivement une idée... on peut considérer que le temps de voyage (quand on y va) est en fait un temps d'aller-retour, ce qui me paraît satisfaisant comme explication de mécanisme. Pour les Drakkars coulés, le fait de retourner en zone d'hivernage directement met fin au tour du joueur... à lui de voir comment il gère son tour pour le jouer au mieux : ""vais-je tenter le pillage de cette ville avec mes deux troupes vikings alors que je n'en suis qu'à ma deuxième journée de voyage ou pas???"" Les sagas qui ne sont pas toutes prises, et qui sont différentes dans leur but mais aussi suivant le pays qu'elles servent assurent un renouvellement des parties... les runes amènent une bonne interactivité ou un bon coup de main, sans déséquilibre flagrant (et puis de toute façon, à chacun de choisir s'il pioche ou non les runes). Le fait que ce soit seulement le dernier à finir les conditions d'une saga qui l'emporte est aussi à bien prendre en compte, mais ça amène toute l'interactivité du jeu... (presque toute... ) Maintenant, le hasard des dés est parfois un peu pregnant... trop, je ne crois pas, car on lance souvent les dés... on peut aussi ne pas les lancer du tout (on ne fait que du commerce!!)... Mais il est vrai que prendre Paris sur un six en lançant son premier dés, alors que le joueur d'à côté, qui a fait du commerce sur une ville à deux (donc difficulté -1 pour le pillage) et qui fait trois un de suite, perdant trois fiers vikings et ne gardant que ses yeux pour pleurer peut sembler particulièrement axé ""chance et c'est tout..."" Je prends volontairement les exemples extrêmes, bien sûr; n'oublions pas que j'ai dit plus haut qu'on lance les dés souvent (c'est pas toutes les trente secondes non plus, hein, attention...) ce qui lisse ce côté chance sur une partie d'une heure trente à deux heures. Pour ce faire, j'avoue être tenter d'essayer une règle maison pour booster son attaque... du style : ""je sacrifie d'entrée un viking pour avoir +1 à mon dé, deux vikings pour avoir +2... mais je lance quand même le dé car le 1 est un échec automatique!!""... enfin, un truc du style pour permettre un peu plus de contre-balancement pour la non-moule... le tableau ci-dessus me paraît pas mal non plus... ou alors voir à donner un bonus d'expérience par échec obtenu (comme l'Arcane de BattleLore : tu rates, mais ça te sert pour après)... Pour finir, j'ai vraiment apprécié ce jeu et j'attends avec impatience d'en refaire pour confirmer ça... pour les dés, soit je préviendrai avant et ça se joue très bien comme ça (je ne suis pas du tout allergique aux dés et ne ressents pas l'effet ""petits chevaux"" décrit ci-dessus car il y a beaucoups à faire au-delà des dés) ou à tester avec variante pour les allergiques au hasard...",10,départ retours effectués coulant Drakkar ont surpris également réfléchissant suis dit que finalement ne pas rallonger inutilement faisant voyages retours vide juste faire voyage retour était effectivement idée peut considérer que temps voyage quand va est fait temps aller - retour paraît satisfaisant explication mécanisme Drakkars coulés fait retourner zone hivernage directement met fin tour joueur voir comment gère tour jouer mieux vais tenter pillage ville deux troupes vikings alors que n' suis qu' deuxième journée voyage pas sagas ne sont pas prises sont différentes but aussi suivant pays servent assurent renouvellement parties amènent bonne interactivité bon coup main déséquilibre flagrant façon choisir s' pioche non runes fait que soit seulement dernier finir conditions saga emporte est aussi bien prendre compte amène toute interactivité presque toute Maintenant hasard dés est parfois peu pregnant trop ne crois pas lance souvent dés peut aussi ne pas lancer ne fait que commerce est vrai que prendre Paris six lançant premier dés alors que joueur côté a fait commerce ville deux donc difficulté pillage fait trois suite trois fiers vikings ne gardant que yeux pleurer peut sembler particulièrement axé chance est tout prends volontairement exemples extrêmes bien sûr n' oublions pas que ai dit plus haut qu' lance dés souvent est pas toutes trente secondes non plus hein attention lisse côté chance partie heure trente deux heures faire avoue être tenter essayer règle maison booster attaque style sacrifie entrée viking avoir +1 dé deux vikings avoir +2 lance quand même dé est échec automatique enfin truc style permettre peu plus contre-balancement non-moule tableau ci - dessus paraît pas mal non plus alors voir donner bonus expérience échec obtenu Arcane BattleLore rates te sert finir ai vraiment apprécié attends impatience refaire confirmer dés soit préviendrai joue très bien ne suis pas tout allergique dés ne ressents pas effet petits chevaux décrit ci - dessus a beaucoups faire au-delà dés tester variante allergiques hasard
Marvel Heroes,"... mais collé à la boite...En effet, le côté gestion d'équipe, de pouvoirs, d'alliés, le petit côté stratégique du ""dans quel ordre je vais faire mes actions, et quelles actions je vais faire d'abord...."", les bastons à coups de dés contre tous les autres joueurs qui sont rien que des méchants, et même des fois des ultimes méchants diaboliques, le tout bien immersif à mon sens dans l'univers des supers-héros... non, là, je vous le dis...On tient un très bon jeu... et pour ma part, un très très bon jeu qui, sans être devin, restera longtemps cher à mon coeur...Chifoumi",10,collé boite effet côté gestion équipe pouvoirs alliés petit côté stratégique ordre vais faire actions actions vais faire abord bastons coups dés tous autres joueurs sont que méchants même fois ultimes méchants diaboliques tout bien immersif sens univers supers - héros non là dis tient très bon part très très bon être devin restera longtemps cher coeur Chifoumi
Niagara : Flussgeister am Niagara,"et bien et bien... moi qui était, avec toute la petite famille (une cinquantaine de personnes) derrière, fan de ce jeu, voilà-t-y pas qu'avec cette extension, on en redemande encore... et encore... On prend plaisir, encore plus de plaisir, à manipuler tout ce beau matériel, dans un sens, dans un autre, on y réfléchie encore plus pour tenter sa stratégie à la ""si t'avais pas mis ton nuage, je gagnais...!!""J'aime ce jeu, ce jeu est aimé, et avec l'extension, on a vraiment un top nickel jeu familialChifoumi",10,"bien bien était toute petite famille cinquantaine personnes derrière fan voilà - t - pas qu' extension redemande encore encore prend plaisir encore plus plaisir manipuler beau matériel sens autre réfléchie encore plus tenter stratégie si avais pas mis nuage gagnais !!""J' aime est aimé extension a vraiment nickel familialChifoumi"
Deluxe Camping,"... pendant que je termine avec les petits de la voisines!!!Quelle bonne ambiance!!... quelle pourrissement sauvage amical!!... non, vraiment, on est pris par l'ambiance du jeu, et les parties s'enchaînent suffisament rapidement pour que les alliances tournent et ne laissent personnes sur sa faim.A deux, il est très stratégique, avec réflexion à la clé pour trouver les meilleurs coups; à trois, il est stratégique et fun, ambiance garantie aussi!!;à quatre, tout le monde est debout, et même si on se fait piéger ses caravanes, on a toujours la frontière gratuite pour bien se venger tout en s'amusant!!Jouer avec le gérant est un plus à mon sens, mais quoi qu'il en soit, c'est un bon jeu, un très bon jeu alliant ambiance, réflexion, matériel... j'aime!!",8,que termine petits voisines!!!Quelle bonne ambiance pourrissement sauvage amical non vraiment est pris ambiance parties enchaînent suffisament rapidement que alliances tournent ne laissent personnes faim A deux est très stratégique réflexion clé trouver meilleurs coups est stratégique ambiance garantie aussi!!;à quatre tout monde est debout même si fait piéger caravanes a toujours frontière gratuite bien venger tout amusant!!Jouer gérant est plus sens qu' soit est bon très bon alliant ambiance réflexion matériel aime
Créatures & Cultistes,"... là, il faut évidement un zeste de bonne humeur, deux doigts à deux litres de fourberies, un léger passé de rôliste pour que la mayonnaise monte, et hop, on entre de but en blanc dans le vif du sujet : le chaos et le troisième degré au carré!!Après Munchkin et pour se retrouver à la tête d'un clergé très anti-cléricale, surtout chez les autres, y'a pas mieux.Un zeste de citron pour l'acidité et hop, un peu de vitriol pour le goùt... moi, j'vous l'dis, cette recette, ça peut être étouffant si on en mange des tonnes, mais par période, comme ça, en vacances et tout et tout... c'est bien marrant à se baffrer!!;-)",6,là faut évidement zeste bonne humeur deux doigts deux litres fourberies léger passé rôliste que mayonnaise monte hop but blanc vif sujet chaos troisième degré carré!!Après Munchkin retrouver tête clergé très anti-cléricale surtout autres a pas mieux zeste citron acidité hop peu vitriol goùt dis recette peut être étouffant si mange tonnes période comme vacances tout tout est bien marrant baffrer!!;-
Red Hot Silly Dragon,"....Chbbrroufff!!! surtout bien cuit!!! lolen voilà un petit jeu qui a été facile à comprendre, facile à jouer, mais en définitive pas si facile que ça à gagner...Bien sûr, il y a des dés, ça complique un peu, surtout quand un souffle du Dragon de taille minimale et d'intensité minimale d'après la boule de cristal s'avère être grâce aux dés (5;5;6) de Taille 5 et d'Intensité 5... rien que des cendres, il restait!!Non, en définitive, et ce qui montre bien le côté stratégique (non science exacte cependant... du bluff, quoi!!), c'est le côté toujours plus retors de ses compagnons des flammes... comment prévoir qu'en plus, l'un d'eux jouerait un soufflet là-dessus... et hop, une belle Taille 6 et Intensité 6, même le sien du coup, bien au fond de la grotte pour profiter du spectacle, fût surpris... et chaudement!!Un petit jeu qui anime super bien la tablée de joueurs et qui, à mon sens, est assez accrocheur aussi pour initier des nouveaux joueurs...Que du bon, somme toute... alors, prêt pour le baptême du feu???;-))",8,Chbbrroufff surtout bien cuit lolen voilà petit a été facile comprendre facile jouer définitive pas si facile que gagner Bien sûr a dés complique peu surtout quand souffle Dragon taille minimale intensité minimale boule cristal avère être grâce dés 5;5;6 Taille 5 Intensité 5 que cendres restait!!Non définitive montre bien côté stratégique non science exacte cependant bluff est côté toujours plus retors compagnons flammes comment prévoir qu' plus jouerait soufflet là - dessus hop belle Taille 6 Intensité 6 même sien coup bien fond grotte profiter spectacle surpris chaudement!!Un petit anime super bien tablée joueurs sens est assez accrocheur aussi initier nouveaux joueurs Que bon somme toute alors prêt baptême feu???;-
Zombies,"... parce qu'ils viennent te bouffer, mon enfant...Et bien, même si, je le dis d'entrée, je suis pas un fan du gore et de l'illustration de la boite qui est... assez ""gore"" à mon sang... euh, mon sens... pour le reste, toutes les parties faites ont été un franc succès!!J'avais prèvenu aussi dés le départ : ""dites, les gars, on est potes, hein?? c'est à la vie à la mort?? ok, et ben... souvenez-vous en!! lolle matériel est sympa, les illustrations des cartes sont bien dans le ton, la règle est claire bien que sombre (sisi, ça veut dire quelque chose) et les tours, (bien qu'effectivement un peu répétitif, mais en fait pas vraiment, vu qu'à chaque fois la situation a évolué, donc tout est à nouveau à reconsidérer), s'enchaînent rapidement... sauf que ils s'enchaînent lentement (logique)Parce que ce jeu, il est bien plus stratégique qu'on pourrait le croire...même si rien n'empêche de le jouer ""Grobill"" et gagner!!Récapitulatif de ce qui a été fait, se mettre à la portée de l'opportunité d'un joueur afin de se le concilier, etc...l'ambiance est géante, on attend avec anxiété où vont les adversaires, les zombies, qui vote quoi...ça trahit joyeusement, ça rigole de se faire décimer et on souffle que ça s'arrête... pour mieux en refaire une petite!!ça vaut le cinq, mais comme je reste persuadé qu'il y a la place pour une extension, je garde le 4 afin de pouvoir encore monter quand il sera encore mieux!!",8,parce qu' viennent bouffer enfant bien même si entrée suis pas fan gore illustration boite est assez gore sang euh sens reste toutes parties faites ont été franc succès!!J' avais prèvenu aussi départ dites gars est potes hein est vie mort ok ben souvenez -vous lolle matériel est sympa illustrations cartes sont bien ton règle est claire bien que sombre sisi veut dire chose tours bien qu' effectivement peu répétitif fait pas vraiment vu qu' fois situation a évolué donc est nouveau reconsidérer enchaînent rapidement que enchaînent lentement logique)Parce que est bien plus stratégique pourrait croire même si n' empêche jouer Grobill gagner!!Récapitulatif a été fait mettre portée opportunité joueur afin concilier etc ambiance est géante attend anxiété vont adversaires zombies vote trahit joyeusement rigole faire décimer souffle que arrête mieux refaire petite!!ça vaut cinq comme reste persuadé qu' a place extension garde 4 afin pouvoir encore monter quand sera encore mieux
Les Chevaliers de la Table Ronde,"... hein, ah bon, pas l'temps...Il faut dire, c'est vrai qu'il y a du boulot : empêcher les félons de gagner (et même les démasquer, pourquoi pas), faire triompher l'honneur, le Bien et la Justice, courir de gauche et de droite, tout ça avec ces nobles compagnons... hardi, et haut-les-coeurs!!Ce jeu me bluffe, m'épate, m'enthousiasme. Il est beau, très beau, à tout point de vue, j'apprècie le graphisme, les figurines, les couleurs, les règles... j'adhère à 100%.J'aimais beaucoups les SdA, un des premiers jeux coopératifs auquel j'ai pu jouer, dans un univers qui me plait bcp, tentant de battre nos propres records d'équipes ou surmonter nos échecs, en refaisant le voyage de la communauté, mais là, c'est en plus, joyeux, immersif, avec en même temps, une pointe de doute, de soupçon, parfois même d'angoisse quand peu-à-peu, on se dit qu'un de nos compagnon à le coeur remplit de duplicité...ça se joue bien, les règles, bien que nombreuses, sont assimilés rapidement, et l'ambiance prend... non, vraiment les mots me manquent devant cette vraie réussite, je ne dirai donc plus qu'un mot : Bravo!!!!",7,hein ah bon pas temps faut dire est vrai qu' a boulot empêcher félons gagner même démasquer pourquoi pas faire triompher honneur Bien Justice courir gauche droite tout nobles compagnons hardi haut - coeurs!!Ce bluffe épate enthousiasme est beau très beau point vue apprècie graphisme figurines couleurs règles adhère 100%.J' aimais beaucoups SdA premiers coopératifs auquel ai pu jouer univers plait bcp tentant battre propres records équipes surmonter échecs refaisant voyage communauté là est plus joyeux immersif même temps pointe doute soupçon parfois même angoisse quand peu-à-peu dit qu' compagnon coeur remplit duplicité joue bien règles bien que nombreuses sont assimilés rapidement ambiance prend non vraiment mots manquent vraie réussite ne dirai donc plus qu' mot Bravo
Pirates of the Crimson Coast,"Il y a là tous les composants d'un bon jeu :matériel plaisant (parfois fragile)thème accrocheurrègles et mécanisme simple et néanmoins tactiqueun poil de hasardBien sûr le côté collectionnite peut rebuter certains, mais sans aller chercher les rares, il y a moyen de faire de bonnes flottes... avec des forts, et des bâteaux français!!Un petit scénario est tout-à-fait le bienvenue pour changer un peu de la course au trésor, mais ça viendra en son temps.Avec le moyen de faire facilement les iles en 3D, on obtient des tables de jeux très attirantes.Un bon jeu, sans soucis, alors... souques ferme, mat'lot, sinon, le cap'taine Jack Hawkins va t'montrer comment qu'on nourrit les requins par chez nous...",8,a là tous composants bon matériel plaisant parfois fragile)thème accrocheurrègles mécanisme simple néanmoins tactiqueun poil sûr côté collectionnite peut rebuter aller chercher rares a moyen faire bonnes flottes forts bâteaux français!!Un petit scénario est tout-à-fait bienvenue changer peu course trésor viendra temps moyen faire facilement iles 3D obtient tables très attirantes bon soucis alors souques ferme mat' lot sinon cap' taine Jack Hawkins va montrer comment qu' nourrit requins
Niagara,"... en fait, il y a tout pour passer un bon moment avec ce jeu, et c'est ce qui arrive!!En effet, jouer sans réfléchir, et se rendre compte que ça peut marcher; jouer en comptant les cartes ""rame"" des autres joueurs et se rendre compte que ça peut ne pas marcher... et bien c'est amusant... car on y réfléchit, on sait que la configuration (nbre de joueur, météo, opportunité) influe, mais pas seulement... les discussions autour de la table aussi : ""tiens, mon coeur, si tu joues ta météo en -1, il n'y aura plus de courant""""ab oui, tiens, c'est rigolo!!"" (... bouge le nuage, et hop, pile poil ce que je voulais... lol).On tente ou pas de deviner ce qui se passe, on se bluffe soi-même parfois, on s'étonne... bref on vit un bon moment ensemble, que ce soit famille, amis, etc... et même pour les plus jeunes, dés qu'on sait compter jusqu'à 6, c'est drôle!!Bon, j'vous laisse, j'ai encore un rubis à remonter avant de pouvoir enlever mon gilet!!!",10,"fait a tout passer bon moment est effet jouer réfléchir rendre compte que peut marcher jouer comptant cartes rame autres joueurs rendre compte que peut ne pas marcher bien est amusant réfléchit sait que configuration nbre joueur météo opportunité influe pas seulement discussions autour table aussi tiens coeur si joues météo -1 n' aura plus courant""""ab oui tiens est rigolo bouge nuage hop pile poil voulais lol).On tente pas deviner passe bluffe - même parfois étonne bref vit bon moment ensemble que soit famille amis etc même plus jeunes dés sait compter est drôle!!Bon laisse ai encore rubis remonter pouvoir enlever gilet"
Sharur Evolutions,"Ce petit jeu d'évolution, de conquête et de baston me plait beaucoup... surtout en fait avec la V2.0 des règles et les petits aménagements qui nous permettent d'y jouer en parties plus vives et plus disputés... Bien sûr, ce qui est le plus plaisant est de faire évoluer sa race, avec un plateau fort bien fait pour matérialiser tout ça...Maintenant, il ne me reste plus qu'à l'essayer sur son plateau 3D et ce sera le top!!à essayer, il a des chances de vous plaire.",8,petit évolution conquête baston me plait beaucoup surtout fait V2.0 règles petits aménagements permettent jouer parties plus vives plus disputés Bien sûr est plus plaisant est faire évoluer race plateau fort bien fait matérialiser tout Maintenant ne reste plus qu' essayer plateau 3D sera top!!à essayer a chances plaire
Pirates du Nouveau Monde,"Pas de problème, le format et la présentation attire sans conteste le regard... on se penche et hop, c'est quasi-fini...On tente d'avoir tous les bâteaux, des fois que...On cherche l'équipe qui gagne, et c'est pas forcément les plus chers ni les plus rares qui sont de la partie...On tâte de la tactique, on coule, on modifie et on y retourne...Bon, soit, manipuler les bâteaux demande de l'honnêteté (mais non, je te dis, j'ai pas avancé mon bâteau de 20 cm en mesurant à la réglette la distance...), mais, pour peu que le décor (nappe bleu et îles en relief s'y prête) et la magie opère encore plus facilement : on entend le tonnerre des bordées, les hurlements des membres d'équipages qui abordent, les écus sonnants et trébuchants...Ouaip, prenez garde, mousaillons, et tremblez : le cap'taine 'Ad Hoc' est de retour...",8,Pas problème format présentation attire conteste regard penche hop est quasi - fini tente avoir tous bâteaux fois que cherche équipe gagne est pas forcément plus chers plus rares sont partie tâte tactique coule modifie retourne Bon manipuler bâteaux demande honnêteté non te dis ai pas avancé bâteau 20 cm mesurant réglette distance peu que décor nappe bleu îles relief prête magie opère encore plus facilement entend tonnerre bordées hurlements membres équipages abordent écus sonnants trébuchants Ouaip prenez garde mousaillons tremblez cap' taine Ad Hoc est retour
Duell,"rapide, agréable, stimulant et lançant de suite l'imaginaire où, un fleuret à la main, on avance, puis recule, et décale, et pare... tout comme les vrais quoi!!Il est vrai que la règle primitive est sûrement la plus tactique et complète. Le jeu prend alors son envol.Très très sympa, et pour tous...Bien sûr, les règles de base sont vraiment de base et ne sont là que pour prendre en main le jeu.Par la suite, voir quelle sont les cartes joués et encore en main, tenter un bluff et se retrouver trop ""court"" pour passer, ou au contraire réussir une botte à coup sûr imparable car bien préparée... vraiment plaisant!!à ceux qui n'ont pas aimé, revenez-y avec les règles avancés, vous verrez... c'est bluff, tactique et mémoire au rendez-vous!!",8,rapide agréable stimulant lançant suite imaginaire fleuret main avance recule décale pare tout vrais quoi!!Il est vrai que règle primitive est sûrement plus tactique complète prend alors envol Très très sympa tous Bien sûr règles base sont vraiment base ne sont là que prendre main suite voir sont cartes joués encore main tenter bluff retrouver trop court passer contraire réussir botte coup imparable bien préparée vraiment plaisant!!à n' ont pas aimé revenez - règles avancés verrez est bluff tactique mémoire rendez-vous
Richard Cœur de Lion,"... je fais gagner des points à mon voisin aussi!!! mais c'est pas normal du tout ça...Ce jeu de réflexion, assez stratégique à mon sens, est de très bonne facture (bien que n'ayant jamais joué à la version précédente).Tout ceux qui y ont joué étaient des joueurs, malgré tout, car, en dehors de vieux briscards du jeu de rôle, on y réfléchi plus qu'on ne s'envoie des piques... quoique, se plaindre de ses cartes, détourner l'attention de ses adversaires sur le soi-disant potentiel ""plus fort"", etc... il y a moyen d'""ambiancer"" tout ça, mais la part de réflexion sur ""quand jouer quoi? quand vendre quoi? quand acheter quoi? et où poser quoi?"" est quand-même importante... (primordiale)Allez, Baron, osez poser cette frontière ici, et je sors un nouveau chevalier pour vous faire rendre gorge...",8,"fais gagner points voisin aussi est pas normal tout réflexion assez stratégique sens est très bonne facture bien que n' ayant jamais joué version précédente).Tout ont joué étaient joueurs vieux briscards rôle réfléchi plus qu' ne envoie piques quoique plaindre cartes détourner attention adversaires soi - disant potentiel plus fort a moyen d'""ambiancer tout part réflexion quand jouer quand vendre quand acheter poser est quand même importante primordiale)Allez Baron osez poser frontière ici sors nouveau chevalier faire rendre gorge"
Vous êtes l'As des As,"... étonnant!!! je dirai même que je suis agréablement estomaqué...Y'a du boulot pour pondre ça, vous ne croyez pas??Et ça tourne... et c'est prenant... et on s'y croirait à faire des acrobaties dans le ciel, priant pour que la manoeuvre choisit soit la bonne et surprenne l'adversaire... et on s'étonne de la complexité que peut atteindre graduellement ce jeu...Vraiment très bien... et si jamais vous avez les deux autres du même genre et qu'ils ne vous intéressent plus, je suis preneur... ;-))",8,étonnant dirai même que suis agréablement estomaqué a boulot pondre ne croyez pas??Et tourne est prenant croirait faire acrobaties ciel priant que manoeuvre choisit soit bonne surprenne adversaire étonne complexité peut atteindre graduellement Vraiment très bien si jamais avez deux autres même genre qu' ne intéressent plus suis preneur ;-)
Aux pierres du Dragon,"Non, pas du tout, il sert à miser, soit!! il sert à marquer son mécontentement lors d'une mise manquée, mais pas à frapper... en tout cas, c'est déconseillé pour l'ambiance...Je n'ai mis que 3 pour l'instant à ce jeu, car je n'en ai pas encore saisi toutes les subtilités... autrement dit, il va me falloir faire plus de parties avant de pouvoir bien saisir l'effet stratégique d'un jeu d'enchère (auquel, on l'aura compris, je ne suis que peu habitué...). Il est vrai que sinon, le jeu peut paraître long et répétitif, mais je ne peux me résoudre à cette conclusion, donc...... j'y retourne : ""un... deux... trois, on retourne...""",6,Non pas tout sert miser sert marquer mécontentement lors mise manquée pas frapper cas est déconseillé ambiance n' ai mis que instant n' ai pas encore saisi toutes subtilités autrement dit va falloir faire plus parties pouvoir bien saisir effet stratégique enchère aura compris ne suis que peu habitué est vrai que sinon peut paraître long répétitif ne peux résoudre conclusion donc ...... retourne deux trois retourne
Zoon - Rhinogoths Monkus,"... et il le fait bien...sympa ce jeu, on installe le plateau où on veut (éviter les serviettes de plages... surtout mouillée et par fort vent...), on choisit son peuple, surtout quand on les a tous (ou presque) et hop, c'est parti.On essaye, on avance, on recule, ""ouhaouh, trop fort ton pouvoir, j'veux c'peuple pour la partie d'après!!"", on rigole et on s'régale...Par la suite, on construit, on réfléchi, on investigue, on mémorise et on rentre dans les profondeurs de ce jeu... (soit, pas abyssale, mais bien plus que ce qu'on pourrait croire au premier abord.)Le fait de ne pas avoir de booster (recharge à racheter pour avoir la dernière-carte-de-la-mort-qui-tue-la-vie) est un plus, même si il peut être intéressant de tenter de construire son paquet soi-même. (troisième profondeur du jeu).Jeu donc très agréable, sans prétention, et qui donc, les tient toutes ou presque...Allez, Zoooonnnn!!",6,fait bien sympa installe plateau veut éviter serviettes plages surtout mouillée fort vent choisit peuple surtout quand a tous presque hop est parti essaye avance recule ouhaouh trop fort ton pouvoir veux c' peuple partie après rigole régale suite construit réfléchi investigue mémorise rentre profondeurs pas abyssale bien plus que pourrait croire premier abord.)Le fait ne pas avoir booster recharge racheter avoir dernière - carte - de - la - mort - - tue - la - vie est plus même si peut être intéressant tenter construire paquet - même troisième profondeur jeu).Jeu donc très agréable prétention donc tient toutes presque Allez Zoooonnnn
Draco & Co,"Ce petit jeu de chaise musical se fait fort sympathique pour peu qu'on se jette un peu dans l'ambiance... un petit plateau rond avec encoche fait maison pour que la table ronde reste bien ronde... les boissons adéquats nécessaire lors d'une levée de coude et hop, tous le monde tente de se rapprocher et de crasser à tout va...Bien sûr, il n'y a pas là le jeu de l'année, mais j'ai trouvé le concept sympathique et pour réchauffer l'ambiance, ça peut l'faire!!",6,petit chaise musical fait fort sympathique peu qu' jette peu ambiance petit plateau rond encoche fait maison que table ronde reste bien ronde boissons adéquats nécessaire lors levée coude hop tous monde tente rapprocher crasser va Bien sûr n' a pas là année ai trouvé concept sympathique réchauffer ambiance peut faire
Mr. Jack - London,"... et je pèse mes mots!!Je trouve ce jeu très très bien vu, et, ayant eu la chance de pouvoir le commander, le matèriel, sortant un peu de l'ordinaire, tout en étant de facture très agréable à manipuler, à regarder, à toucher, ajoute un plus dans le déroulement et le plaisir ludique de ce jeu...J'irai même jusqu'à dire que si le jeu est un peu déséquilibré si les joueurs ne sont pas de même niveau, ils s'amusent quand-même dans cette joyeuse course-poursuite à manipuler les pions, les approchant ou les éloignant les uns des autres, les éclairant et les éteignant, faisant monter peu-à-peu la pression autour du coupable.Un très bon jeu qui mérite l'édition à grande échelle, et une expérience que l'on rêve effectivement de pouvoir partager à plus que deux, même si, dans sa forme actuelle, deux joueurs est effectivement le nombre pour lequelle il est conçu (comprenez qu'il n'est pas évident en l'état de jouer à plusieurs juste en changeant un poil les règles comme ça peut parfois s'envisager sur d'autres jeux à deux).Une réussite, un plaisir de réflexion, d'amusement joyeux, grâce aussi aux illustrations très agréables, bref... je suis ravi de mon achat, moi!!Accroche-toi à ta pipe, Sherlock, ça va fumer sec sous le chapeau!!",10,pèse mots!!Je trouve très très bien vu ayant eu chance pouvoir commander matèriel sortant peu ordinaire tout étant facture très agréable manipuler regarder toucher ajoute plus déroulement plaisir ludique irai même dire que si est peu si joueurs ne sont pas même niveau amusent quand - même joyeuse course poursuite manipuler pions approchant éloignant uns autres éclairant éteignant faisant monter peu-à-peu pression autour coupable très bon mérite édition grande échelle expérience que rêve effectivement pouvoir partager plus que même si forme actuelle deux joueurs est effectivement nombre lequelle est conçu comprenez qu' n' est pas évident état jouer juste changeant poil règles peut parfois envisager autres deux).Une réussite plaisir réflexion amusement joyeux grâce aussi illustrations très agréables bref suis ravi achat moi!!Accroche - toi pipe Sherlock va fumer sec chapeau
